Fecha,S&P/BMV IPC (MXX) CIERRE, S&P/BMV IPC (MXX) APERTURA,S&P/BMV IPC (MXX) VOL,NASDAQ CIERRRE,NASDAQ APERTURA,NASDAQ VOL,S&P 500 CIERRE,RUSELL 2000 CIERRE,RUSELL 2000 APERTURA,DOLAR CIERRE,DOLAR APERTURA,EURO CIERRE,EURO APERTURA,TITULAR MUNDIAL,UBICACIÓN,LINK MUNDIAL,Fecha ref 2,CONFIRMADOS MUNDO,CONFIRMADOS MEXICO,CONFIRMADOS USA
02/09/2019,"42,108.23","42,621.87",43.88M,null,null,null,null,null,null,20.1477,20.0628,22.0981,22.0583,Top Opposition Activists Are Arrested in Moscow After Wave of Protests,EUROPE,https://www.nytimes.com/2019/09/02/world/europe/russia-moscow-opposition-lyubov-sobol.html?searchResultPosition=1,02/09/2019,0,0,0
03/09/2019,"41,826.55","42,222.28",227.20M,"7,874.16","7,906.44",512.49M,"2,906.27","1,472.28","1,494.03",19.9732,20.1433,21.9185,22.0932,Saudi Arabia’s Crown Prince Had Been Lying Low. That’s Over.,MIDDLE EAST,https://www.nytimes.com/2020/03/09/world/middleeast/saudi-prince-mohammed-oil-price.html?searchResultPosition=1,03/09/2019,0,0,0
04/09/2019,"42,324.47","41,934.43",330.57M,"7,976.88","7,949.81",509.99M,"2,937.78","1,484.76","1,475.36",19.7186,19.9732,21.7614,21.9234,‘The Poison of a “No Deal’”: Boris Johnson Clashes With Parliament,EUROPE,https://www.nytimes.com/video/world/europe/100000006698463/the-poison-of-a-no-deal-boris-johnson-clashes-with-parliament.html?searchResultPosition=1,04/09/2019,0,0,0
05/09/2019,"42,731.48","42,495.98",156.45M,"8,116.83","8,061.29",542.83M,"2,976.00","1,510.75","1,491.27",19.7442,19.7232,21.7877,21.7602,Brazilian Leather Out of Fashion? H&M Stops Buying Over Amazon Fires,AMERICAS,https://www.nytimes.com/2019/09/05/world/americas/h-m-leather-brazil-amazon-fires.html?searchResultPosition=1,05/09/2019,0,0,0
06/09/2019,"42,707.66","42,873.60",122.35M,"8,103.07","8,125.58",478.40M,"2,978.71","1,505.17","1,511.51",19.5373,19.7473,21.5478,21.7883,Britain’s Parliamentary Chaos: Can It Happen in Canada?,CANADA,https://www.nytimes.com/search?dropmab=false&endDate=20190906&query=&sections=World%7Cnyt%3A%2F%2Fsection%2F70e865b6-cc70-5181-84c9-8368b3a5c34b&sort=best&startDate=20190906,06/09/2019,0,0,0
09/09/2019,"42,662.47","42,808.23",105.42M,"8,087.44","8,130.91",573.75M,"2,978.43","1,524.23","1,507.53",19.5742,19.5654,21.6256,21.5443,"For Boris Johnson, Another Bad Day and Another Big Defeat in Parliament",EUROPE,https://www.nytimes.com/2019/09/09/world/europe/brexit-johnson-parliament.html?searchResultPosition=1,09/09/2019,0,0,0
10/09/2019,"42,588.10","42,607.99",151.22M,"8,084.15","8,049.98",609.35M,"2,979.39","1,542.99","1,523.57",19.498,19.5773,21.5326,21.626,"Jan Ruff-O’Herne, Who Told of Wartime Rape by the Japanese, Dies at 96",AUSTRALIA,https://www.nytimes.com/2019/09/10/world/australia/jan-ruff-oherne-dead.html?searchResultPosition=1,10/09/2019,0,0,0
11/09/2019,"42,749.17","42,607.67",134.33M,"8,169.68","8,091.68",595.76M,"3,000.93","1,575.71","1,543.87",19.509,19.499,21.4794,21.5313,Horrid Conditions in Syria Camp Where ISIS Families Fled Risk Fostering Extremism,MIDDLE EAST,https://www.nytimes.com/2019/09/11/world/middleeast/syria-camp-isis-families-islamic-state-extremism.html?searchResultPosition=1,11/09/2019,0,0,0
12/09/2019,"42,670.41","42,798.13",138.97M,"8,194.47","8,206.58",557.77M,"3,009.57","1,575.07","1,575.80",19.437,19.5094,21.5032,21.4818,‘This Takes Away All Hope’: Rule Bars Most Applicants for Asylum in U.S.,AMERICAS,https://www.nytimes.com/2019/09/12/world/americas/asylum-seekers.html?searchResultPosition=1,12/09/2019,0,0,0
13/09/2019,"42,841.46","42,716.87",106.90M,"8,176.71","8,190.57",495.64M,"3,007.39","1,578.14","1,579.23",19.4058,19.4395,21.4919,21.5051,"Bahamas says undocumented Haitians are safe, for now",AMERICAS,https://www.nytimes.com/2019/09/13/world/americas/bahamas-dorian-haitians.html?searchResultPosition=1,13/09/2019,0,0,0
16/09/2019,null,null,null,"8,153.54","8,121.64",483.84M,"2,997.96","1,584.60","1,574.73",19.4405,19.4155,21.3883,21.5066,Who Was Behind the Saudi Oil Attack? What Evidence Shows,MIDDLE EAST,https://www.nytimes.com/interactive/2019/09/16/world/middleeast/trump-saudi-arabia-oil-attack.html?searchResultPosition=1,16/09/2019,0,0,0
17/09/2019,"43,448.94","42,823.51",213.64M,"8,186.02","8,148.65",471.62M,"3,005.70","1,578.29","1,582.37",19.3627,19.4405,21.4394,21.3875,Spain Heads to 4th Election in 4 Years After Failure to Form Government,EUROPE,https://www.nytimes.com/2019/09/17/world/europe/spain-election-government-collapse.html?searchResultPosition=1,17/09/2019,0,0,0
18/09/2019,"43,070.34","43,396.19",148.96M,"8,177.39","8,174.62",542.24M,"3,006.73","1,568.34","1,577.55",19.3975,19.3591,21.3955,21.4383,Justin Trudeau Says He Is ‘Deeply Sorry’ After Brownface Photo Surfaces,CANADA,https://www.nytimes.com/2019/09/18/world/canada/trudeau-brownface.html?searchResultPosition=1,18/09/2019,0,0,0
19/09/2019,"43,017.46","43,102.81",113.24M,"8,182.88","8,193.59",492.92M,"3,006.79","1,561.47","1,570.76",19.4557,19.402,21.481,21.3985,Attack on Saudi Oil Facilities Tests U.S. Guarantee to Defend Gulf,MIDDLE EAST,https://www.nytimes.com/2019/09/19/world/middleeast/saudi-iran-attack-oil.html?searchResultPosition=1,19/09/2019,0,0,0
20/09/2019,"43,559.45","43,084.34",836.15M,"8,117.67","8,184.88",1.52B,"2,992.07","1,559.76","1,561.63",19.4543,19.4582,21.4348,21.4839,"Trump Focuses on Defending Saudis, Not Striking Iran, for Now",MIDDLE EAST,https://www.nytimes.com/2019/09/20/world/middleeast/trump-iran-saudi-arabia.html?searchResultPosition=1,20/09/2019,0,0,0
23/09/2019,"43,507.95","43,436.22",103.05M,"8,112.46","8,106.49",473.44M,"2,991.78","1,558.25","1,556.91",19.4765,19.448,21.4106,21.432,"In Israel, Gantz and Netanyahu Start Talks on Possible Unity Government",MIDDLE EAST,https://www.nytimes.com/2019/09/23/world/middleeast/israel-election-rivlin-netanyahu-gantz.html?searchResultPosition=1,23/09/2019,0,0,0
24/09/2019,"43,099.33","43,497.67",142.81M,"7,993.63","8,147.23",608.62M,"2,966.60","1,533.59","1,559.48",19.4443,19.473,21.4276,21.4113,"Sigmund Jähn, First German in Space and a Hero Back Home, Dies at 82",EUROPE,https://www.nytimes.com/2019/09/24/world/europe/sigmund-jhn-dead.html?searchResultPosition=1,24/09/2019,0,0,0
25/09/2019,"43,014.08","43,099.01",184.97M,"8,077.38","7,990.66",532.51M,"2,984.87","1,550.65","1,533.14",19.5714,19.4454,21.4169,21.4279,They Survived Hurricane Dorian. Their Community Will Not.,AMERICAS,https://www.nytimes.com/interactive/2019/09/25/world/americas/hurricane-dorian-abaco-island-bahamas.html?searchResultPosition=1,25/09/2019,0,0,0
26/09/2019,"42,984.75","43,051.01",147.09M,"8,030.66","8,070.12",472.49M,"2,977.62","1,533.33","1,549.54",19.6722,19.5737,21.486,21.4144,"Trump-Rouhani Meeting Was a Near Miss, but Iran Leaves the Door Open",MIDDLE EAST,https://www.nytimes.com/2019/09/26/world/middleeast/trump-iran-rouhani.html?searchResultPosition=1,26/09/2019,0,0,0
27/09/2019,"42,857.58","43,042.45",103.30M,"7,939.63","8,047.11",527.85M,"2,961.79","1,520.48","1,534.12",19.6917,19.6702,21.5407,21.4796,Prince Harry Retraces Princess Diana’s Steps in Angolan Minefield,AFRICA,https://www.nytimes.com/2019/09/27/world/africa/prince-harry-diana-minefield.html?searchResultPosition=1,27/09/2019,0,0,0
30/09/2019,"43,011.27","42,782.07",185.05M,"7,999.34","7,964.09",510.05M,"2,976.74","1,523.37","1,521.49",19.7325,19.6925,21.5084,21.5436,The Best Movies and TV Shows New on Netflix Canada in October,CANADA,https://www.nytimes.com/2019/09/30/world/canada/netflix-canada-october.html?searchResultPosition=1,30/09/2019,0,0,0
01/10/2019,"42,937.16","43,006.12",117.49M,"7,908.69","8,026.83",541.53M,"2,940.25","1,493.43","1,523.85",19.8225,19.7325,21.67,21.5112,Who’s in Charge in Peru? Peruvians Can’t Agree,AMERICAS,https://www.nytimes.com/2019/10/01/world/americas/peru-congress-dissolved.html?searchResultPosition=1,01/10/2019,0,0,0
02/10/2019,"42,222.90","42,787.54",123.04M,"7,785.25","7,851.13",629.68M,"2,887.61","1,479.63","1,493.07",19.7937,19.818,21.6919,21.6623,Shooting in Sydney Raises Questions About Gun Control,AUSTRALIA,https://www.nytimes.com/2019/10/02/world/australia/sydney-shooting-gun-control.html?searchResultPosition=1,02/10/2019,0,0,0
03/10/2019,"42,443.31","42,202.66",96.56M,"7,872.27","7,787.02",518.32M,"2,910.63","1,486.35","1,476.44",19.6537,19.7975,21.5523,21.7009,Hondurans React to Bribe Offered by El Chapo to President: ‘We Live in a Narcostate.’,AMERICAS,https://www.nytimes.com/2019/10/03/world/americas/honduras-juan-orlando-hernandez.html?searchResultPosition=1,03/10/2019,0,0,0
04/10/2019,"43,416.90","42,457.55",125.59M,"7,982.46","7,908.44",443.55M,"2,952.01","1,500.70","1,486.57",19.5152,19.6538,21.4238,21.555,Hundreds Arrested in Ecuador Unrest,AMERICAS,https://www.nytimes.com/2019/10/04/world/americas/hundreds-arrested-in-ecuador-unrest.html?searchResultPosition=1,04/10/2019,0,0,0
07/10/2019,"42,952.29","43,402.16",102.00M,"7,956.28","7,956.41",477.67M,"2,938.79","1,497.79","1,498.71",19.574,19.518,21.4747,21.4183,U.S. Pastor Arrested in Rwanda Has Criticized Government for ‘Heathen Practices’,AFRICA,https://www.nytimes.com/2019/10/07/world/africa/rwanda-pastor-gregg-schoof-arrested.html?searchResultPosition=1,07/10/2019,0,0,0
08/10/2019,"42,535.14","42,914.80",156.60M,"7,823.76","7,898.27",478.69M,"2,893.06","1,472.60","1,494.61",19.6265,19.5695,21.5028,21.4664,U.N. Report Bolsters Theory That Hammarskjold Plane Was Downed,AFRICA,https://www.nytimes.com/2019/10/08/world/africa/dag-hammarskjold.html?searchResultPosition=1,08/10/2019,0,0,0
09/10/2019,"42,501.92","42,591.98",136.16M,"7,903.73","7,895.96",391.06M,"2,919.40","1,479.46","1,480.00",19.57,19.629,21.4703,21.5125,Storm in Pacific Ocean on Path Toward Japan,ASIA PACIFIC,https://www.nytimes.com/2019/10/09/world/asia/japan-typhoon-hagibis.html?searchResultPosition=1,09/10/2019,0,0,0
